lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
bcdf3ae6-fa1,generation_-1,c4e977a2,0.0,0.0,0.0,0,,0.0,0.7,0.31,0.11,0.41,1.0,0,0,0,0,0,0,0
bcdf3ae6-fa1,generation_0,c4e977a2,0.10822916666666667,0.06895833333333332,0.0,48,0.0,0.0,0.7,0.31,0.11,0.41,1.0,42,74,142,6,0,0,0
64e93137-9c3,generation_-1,6c193065,0.0,0.0,0.0,0,,0.69,0.0,0.75,0.6,0.33,0.51,0,0,0,0,0,0,0
64e93137-9c3,generation_0,6c193065,0.21319444444444446,0.10972222222222221,0.0,180,0.0,0.69,0.0,0.75,0.6,0.33,0.51,5,0,759,685,0,0,0
754ed92b-178,generation_-1,eb003874,0.0,0.0,0.0,0,,0.61,0.36,0.01,0.07,0.23,0.09,0,0,0,0,0,0,0
754ed92b-178,generation_0,eb003874,0.15515151515151512,0.08848484848484846,0.0,33,0.0,0.61,0.36,0.01,0.07,0.23,0.09,30,13,146,4,0,0,0
5cc69f6a-a95,generation_-1,a83c4289,0.0,0.0,0.0,0,,0.36,0.34,0.11,0.09,0.75,0.67,0,0,0,0,0,0,0
5cc69f6a-a95,generation_0,a83c4289,0.052000000000000005,0.04799999999999999,0.0,25,0.0,0.36,0.34,0.11,0.09,0.75,0.67,24,8,112,0,0,0,0
04674819-483,generation_-1,994bd4fe,0.0,0.0,0.0,0,,0.34,0.83,0.82,0.46,0.91,0.24,0,0,0,0,0,0,0
04674819-483,generation_0,994bd4fe,0.21237903225806454,0.10959677419354837,0.0,124,0.0,0.34,0.83,0.82,0.46,0.91,0.24,0,2,448,481,0,0,0
5ac647ac-1d9,generation_-1,fac5e757,0.0,0.0,0.0,0,,0.57,0.82,0.79,0.73,0.52,0.19,0,0,0,0,0,0,0
5ac647ac-1d9,generation_0,fac5e757,0.26926509186351705,0.13065616797900262,0.0,381,0.0,0.57,0.82,0.79,0.73,0.52,0.19,0,0,996,1517,0,0,0
ee003446-be9,generation_-1,19aa3df9,0.0,0.0,0.0,0,,0.02,0.5,0.58,0.46,0.48,0.5,0,0,0,0,0,0,0
ee003446-be9,generation_0,19aa3df9,-0.016249999999999994,0.03749999999999999,0.0,4,0.0,0.02,0.5,0.58,0.46,0.48,0.5,0,0,20,17,0,0,0
074e01a9-097,generation_-1,b18b440b,0.0,0.0,0.0,0,,1.0,0.23,0.3,0.65,0.54,0.41,0,0,0,0,0,0,0
074e01a9-097,generation_0,b18b440b,0.1570731707317073,0.08878048780487802,0.0,41,0.0,1.0,0.23,0.3,0.65,0.54,0.41,37,23,119,0,0,0,0
24c94a76-61d,generation_-1,b5e4b109,0.0,0.0,0.0,0,,0.38,0.57,0.63,0.49,0.58,0.96,0,0,0,0,0,0,0
24c94a76-61d,generation_0,b5e4b109,0.14875,0.08749999999999997,0.0,20,0.0,0.38,0.57,0.63,0.49,0.58,0.96,0,3,96,55,0,0,0
ca59d7ff-b24,generation_-1,9f8c9e97,0.0,0.0,0.0,0,,0.63,0.02,0.42,0.19,0.07,0.86,0,0,0,0,0,0,0
ca59d7ff-b24,generation_0,9f8c9e97,0.05145833333333334,0.047916666666666656,0.0,24,0.0,0.63,0.02,0.42,0.19,0.07,0.86,23,19,76,0,0,0,0
3d43624c-23c,generation_-1,4e354c2d,0.0,0.0,0.0,0,,0.88,0.59,0.87,0.21,0.18,0.55,0,0,0,0,0,0,0
3d43624c-23c,generation_0,4e354c2d,0.20136363636363638,0.10482517482517481,0.0,286,0.0,0.88,0.59,0.87,0.21,0.18,0.55,1,0,1065,1133,0,0,0
11b645a5-393,generation_-1,15f723d3,0.0,0.0,0.0,0,,0.49,0.7,0.56,0.31,0.17,0.98,0,0,0,0,0,0,0
11b645a5-393,generation_0,15f723d3,0.12289473684210528,0.07736842105263157,0.0,19,0.0,0.49,0.7,0.56,0.31,0.17,0.98,0,0,72,78,0,0,0
2d114461-ace,generation_-1,8adaa03d,0.0,0.0,0.0,0,,0.82,0.87,0.86,0.01,0.53,0.24,0,0,0,0,0,0,0
2d114461-ace,generation_0,8adaa03d,0.2007804232804233,0.10473544973544972,0.0,189,0.0,0.82,0.87,0.86,0.01,0.53,0.24,0,0,758,757,0,0,0
cf0f3fbb-0d6,generation_-1,8f50848c,0.0,0.0,0.0,0,,0.47,0.5,0.92,0.42,0.37,0.28,0,0,0,0,0,0,0
cf0f3fbb-0d6,generation_0,8f50848c,0.2916393442622951,0.1340983606557377,0.0,61,1.0,0.47,0.5,0.92,0.42,0.37,0.28,0,0,13,194,0,0,0
cf0f3fbb-0d6,generation_1,d29e2912,0.21451492537313438,0.10992537313432835,0.0,670,0.0,0.615,0.365,0.765,0.6799999999999999,0.64,0.30500000000000005,3,0,2656,2550,0,0,0
cf0f3fbb-0d6,generation_1,457c6b61,0.2695518207282913,0.1307002801120448,0.10992537313432835,357,0.0,0.47,0.5,0.92,0.42,0.37,0.28,0,9,1380,1406,0,0,0
cf0f3fbb-0d6,generation_1,fc4042b0,0.32701264011849057,0.25094519810145755,0.12031282662318657,974,1.0,0.47,0.5,0.92,0.42,0.37,0.28,0,29,3691,3853,0,0,0
cf0f3fbb-0d6,generation_1,60895433,0.274328637295082,0.2305322745901639,0.1638569504492769,320,1.0,0.47,0.5,0.92,0.42,0.37,0.28,0,9,1271,1259,0,0,0
cf0f3fbb-0d6,generation_1,d1ef67fd,0.19421218682338384,0.1997451283637488,0.18052578148449866,53,1.0,0.47,0.5,0.92,0.42,0.37,0.28,0,3,204,207,0,0,0
cf0f3fbb-0d6,generation_1,22c05832,0.2739612835716777,0.23047575863271708,0.18436965086034868,235,2.0,0.47,0.5,0.92,0.42,0.37,0.28,1,7,895,921,0,0,0
cf0f3fbb-0d6,generation_1,4c026a87,0.2004299363057325,0.10468152866242035,0.19205400215574342,157,3.0,0.47,0.5,0.92,0.42,0.37,0.28,1,1,625,623,0,0,0
cf0f3fbb-0d6,generation_1,6d6fcb4f,0.27266509433962266,0.13117924528301886,0.17957222022812583,212,4.0,0.47,0.5,0.92,0.42,0.37,0.28,0,8,837,830,0,0,0
cf0f3fbb-0d6,generation_1,ef9b46df,0.10173315118397086,0.17013296903460837,0.17352309835998747,9,4.0,0.47,0.5,0.92,0.42,0.37,0.28,0,0,38,38,0,0,0
cf0f3fbb-0d6,generation_1,200e1ade,-0.08715573770491804,0.1256885245901639,0.17314641732383423,2,5.0,0.47,0.5,0.92,0.42,0.37,0.28,0,0,10,10,0,0,0
cf0f3fbb-0d6,generation_1,408e1b44,-0.1475,0.0049999999999999975,0.1684006280504672,2,5.0,0.35,0.6799999999999999,0.76,0.245,0.26,0.62,0,0,12,12,0,0,0
08fb7c68-480,generation_-1,0ec33a16,0.0,0.0,0.0,0,,0.23,0.84,0.17,0.07,0.46,0.01,0,0,0,0,0,0,0
08fb7c68-480,generation_0,0ec33a16,0.14875,0.08749999999999997,0.0,20,1.0,0.23,0.84,0.17,0.07,0.46,0.01,19,12,71,0,0,0,0
187605ca-3a3,generation_-1,20a71a2a,0.0,0.0,0.0,0,,0.47,0.88,0.61,0.63,0.7,0.54,0,0,0,0,0,0,0
187605ca-3a3,generation_0,20a71a2a,0.27104089219330857,0.13092936802973976,0.0,269,1.0,0.47,0.88,0.61,0.63,0.7,0.54,0,8,1030,1061,0,0,0
0e61e331-4b6,generation_-1,6c20d768,0.0,0.0,0.0,0,,0.17,0.45,0.1,0.52,0.75,0.05,0,0,0,0,0,0,0
0e61e331-4b6,generation_0,6c20d768,0.2077777777777778,0.10888888888888888,0.0,45,1.0,0.17,0.45,0.1,0.52,0.75,0.05,40,29,203,0,0,0,0
9e3a882a-2f4,generation_-1,082d89ff,0.0,0.0,0.0,0,,0.88,0.42,0.42,0.55,0.33,0.33,0,0,0,0,0,0,0
9e3a882a-2f4,generation_0,082d89ff,0.028888888888888888,0.04444444444444443,0.0,9,1.0,0.88,0.42,0.42,0.55,0.33,0.33,9,4,33,0,0,0,0
c7ade8df-dfb,generation_-1,d0ec75a0,0.0,0.0,0.0,0,,0.91,0.24,0.77,0.82,0.86,0.67,0,0,0,0,0,0,0
c7ade8df-dfb,generation_0,d0ec75a0,0.15086956521739128,0.0878260869565217,0.0,23,1.0,0.91,0.24,0.77,0.82,0.86,0.67,3,0,73,77,0,0,0
906f11f4-d6a,generation_-1,ac21e1fa,0.0,0.0,0.0,0,,0.16,0.46,0.99,0.1,0.81,0.42,0,0,0,0,0,0,0
906f11f4-d6a,generation_0,ac21e1fa,0.2743390804597701,0.1314367816091954,0.0,174,1.0,0.16,0.46,0.99,0.1,0.81,0.42,1,2,733,657,0,0,0
9cc2dc5f-d76,generation_-1,13d54a77,0.0,0.0,0.0,0,,0.61,0.3,0.2,0.24,0.29,0.79,0,0,0,0,0,0,0
9cc2dc5f-d76,generation_0,13d54a77,0.005441176470588232,0.028529411764705876,0.0,34,1.0,0.61,0.3,0.2,0.24,0.29,0.79,33,33,91,0,0,0,0
826eab29-b7e,generation_-1,9f5039d4,0.0,0.0,0.0,0,,0.39,0.08,0.78,0.75,0.87,0.99,0,0,0,0,0,0,0
826eab29-b7e,generation_0,9f5039d4,0.21428571428571433,0.10989010989010987,0.0,455,1.0,0.39,0.08,0.78,0.75,0.87,0.99,2,7,1821,1720,0,0,0
66e34bd5-dfb,generation_-1,0f7a48a5,0.0,0.0,0.0,0,,0.66,0.52,0.15,0.29,0.91,0.18,0,0,0,0,0,0,0
66e34bd5-dfb,generation_0,0f7a48a5,-0.005312500000000003,0.026874999999999993,0.0,16,1.0,0.66,0.52,0.15,0.29,0.91,0.18,15,15,54,3,0,0,0
096d9874-cc1,generation_-1,e45fb085,0.0,0.0,0.0,0,,0.99,0.06,0.58,0.04,0.89,0.25,0,0,0,0,0,0,0
096d9874-cc1,generation_0,e45fb085,0.26952961672473863,0.13069686411149822,0.0,287,1.0,0.99,0.06,0.58,0.04,0.89,0.25,1,0,1133,1072,0,0,0
f407a942-6a1,generation_-1,06c34017,0.0,0.0,0.0,0,,0.81,0.17,0.78,0.56,0.45,0.47,0,0,0,0,0,0,0
f407a942-6a1,generation_0,06c34017,0.20003787878787882,0.10462121212121209,0.0,132,1.0,0.81,0.17,0.78,0.56,0.45,0.47,2,0,543,488,0,0,0
05cff71d-fac,generation_-1,db783d33,0.0,0.0,0.0,0,,0.44,0.83,0.97,0.36,0.75,0.19,0,0,0,0,0,0,0
05cff71d-fac,generation_0,db783d33,0.12289473684210528,0.07736842105263157,0.0,19,1.0,0.44,0.83,0.97,0.36,0.75,0.19,0,0,67,78,0,0,0
3af935eb-930,generation_-1,14e58f1d,0.0,0.0,0.0,0,,0.88,0.9,0.44,0.49,0.72,0.45,0,0,0,0,0,0,0
3af935eb-930,generation_0,14e58f1d,0.056447368421052635,0.04868421052631578,0.0,38,2.0,0.88,0.9,0.44,0.49,0.72,0.45,35,13,86,7,0,0,0
a91df8ea-b69,generation_-1,2ac1d7f1,0.0,0.0,0.0,0,,0.52,0.62,0.74,0.81,0.65,0.98,0,0,0,0,0,0,0
