lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
6e750ec7-66b,generation_-1,44b62252,0.0,0.0,0.0,0,,0.11,0.94,0.44,0.47,0.39,0.22,0,0,0,0,0,0,0
6e750ec7-66b,generation_0,44b62252,0.1495238095238095,0.08586080586080584,0.0,39,0.0,0.11,0.94,0.44,0.47,0.39,0.22,32,16,177,15,0,0,0
c35ab0a8-67d,generation_-1,ab757275,0.0,0.0,0.0,0,,0.44,0.91,0.59,0.57,0.5,0.63,0,0,0,0,0,0,0
c35ab0a8-67d,generation_0,ab757275,0.22888888888888886,0.11565323565323561,0.0,819,0.0,0.44,0.91,0.59,0.57,0.5,0.63,0,24,3215,3238,0,0,0
03a32547-f58,generation_-1,f0962f67,0.0,0.0,0.0,0,,0.15,0.03,0.86,0.93,0.1,1.0,0,0,0,0,0,0,0
03a32547-f58,generation_0,f0962f67,0.18832949308755761,0.10062211981566818,0.0,62,0.0,0.15,0.03,0.86,0.93,0.1,1.0,2,0,246,237,0,0,0
6c547cf0-a9c,generation_-1,724757d2,0.0,0.0,0.0,0,,0.25,0.64,0.6,0.5,0.69,0.01,0,0,0,0,0,0,0
6c547cf0-a9c,generation_0,724757d2,0.18929511278195488,0.1007706766917293,0.0,76,0.0,0.25,0.64,0.6,0.5,0.69,0.01,0,1,483,173,0,0,0
36510d0f-abc,generation_-1,4fd722ab,0.0,0.0,0.0,0,,0.55,0.97,0.61,0.28,0.06,0.64,0,0,0,0,0,0,0
36510d0f-abc,generation_0,4fd722ab,0.22885295796081415,0.11564770781814719,0.0,751,0.0,0.55,0.97,0.61,0.28,0.06,0.64,0,0,2991,3005,0,0,0
14f8d40d-7cc,generation_-1,f8c0a3cb,0.0,0.0,0.0,0,,0.33,0.83,0.65,0.31,0.78,0.45,0,0,0,0,0,0,0
14f8d40d-7cc,generation_0,f8c0a3cb,0.22278527262507025,0.11324901630129282,0.0,593,0.0,0.33,0.83,0.65,0.31,0.78,0.45,0,10,3433,1546,0,0,0
1102064e-e1d,generation_-1,64fa257c,0.0,0.0,0.0,0,,0.74,0.35,0.55,0.17,0.78,0.42,0,0,0,0,0,0,0
1102064e-e1d,generation_0,64fa257c,-0.06625,0.017499999999999995,0.0,4,0.0,0.74,0.35,0.55,0.17,0.78,0.42,0,0,15,17,0,0,0
4c51a794-9fb,generation_-1,ddb574dd,0.0,0.0,0.0,0,,0.6,0.0,0.05,0.66,0.6,0.41,0,0,0,0,0,0,0
4c51a794-9fb,generation_0,ddb574dd,0.12289473684210528,0.07736842105263157,0.0,19,0.0,0.6,0.0,0.05,0.66,0.6,0.41,17,5,82,4,0,0,0
93284239-84a,generation_-1,9187e801,0.0,0.0,0.0,0,,0.25,0.19,0.51,0.83,0.15,0.41,0,0,0,0,0,0,0
93284239-84a,generation_0,9187e801,-0.024583333333333332,0.03416666666666666,0.0,4,0.0,0.25,0.19,0.51,0.83,0.15,0.41,0,0,13,15,0,0,0
30e5d516-f01,generation_-1,f783e1c3,0.0,0.0,0.0,0,,0.84,0.66,0.37,0.83,0.64,0.63,0,0,0,0,0,0,0
30e5d516-f01,generation_0,f783e1c3,0.17744588744588743,0.09601731601731599,0.0,77,0.0,0.84,0.66,0.37,0.83,0.64,0.63,68,52,292,15,0,0,0
