lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
13bceb22-674,generation_-1,a1502e8c,0.0,0.0,0.0,0,,0.47,0.19,0.34,0.03,0.04,0.79,0,0,0,0,0,0,0
13bceb22-674,generation_0,a1502e8c,0.061428571428571416,0.054725274725274706,0.0,13,0.0,0.47,0.19,0.34,0.03,0.04,0.79,13,2,55,0,0,0,0
f3b6d369-073,generation_-1,9f70e788,0.0,0.0,0.0,0,,0.14,0.65,0.48,0.64,0.98,0.18,0,0,0,0,0,0,0
f3b6d369-073,generation_0,9f70e788,0.14930451127819547,0.0858270676691729,0.0,38,0.0,0.14,0.65,0.48,0.64,0.98,0.18,35,15,155,0,0,0,0
055a5ecb-595,generation_-1,d23bbc6a,0.0,0.0,0.0,0,,0.85,0.07,0.13,0.13,0.23,0.07,0,0,0,0,0,0,0
055a5ecb-595,generation_0,d23bbc6a,0.00379310344827586,0.028275862068965513,0.0,29,0.0,0.85,0.07,0.13,0.13,0.23,0.07,28,27,74,0,0,0,0
42993248-367,generation_-1,5166f57c,0.0,0.0,0.0,0,,0.74,0.33,0.28,0.34,0.66,0.65,0,0,0,0,0,0,0
42993248-367,generation_0,5166f57c,0.01821428571428571,0.03928571428571428,0.0,10,0.0,0.74,0.33,0.28,0.34,0.66,0.65,10,6,32,1,0,0,0
f376e3a4-c81,generation_-1,a9505e9c,0.0,0.0,0.0,0,,0.9,0.25,0.32,0.59,0.25,0.96,0,0,0,0,0,0,0
f376e3a4-c81,generation_0,a9505e9c,0.13077380952380951,0.08297619047619047,0.0,12,0.0,0.9,0.25,0.32,0.59,0.25,0.96,12,8,42,0,0,0,0
f884ff5f-a7b,generation_-1,aa2a5299,0.0,0.0,0.0,0,,0.87,0.37,0.83,0.59,0.99,0.18,0,0,0,0,0,0,0
f884ff5f-a7b,generation_0,aa2a5299,0.2682019704433497,0.1304926108374384,0.0,609,0.0,0.87,0.37,0.83,0.59,0.99,0.18,0,0,1821,2303,0,0,0
bf6d2b4b-5ba,generation_-1,ab4fe126,0.0,0.0,0.0,0,,0.91,0.01,0.8,0.63,0.71,0.03,0,0,0,0,0,0,0
bf6d2b4b-5ba,generation_0,ab4fe126,-0.05166666666666668,0.029999999999999992,0.0,3,0.0,0.91,0.01,0.8,0.63,0.71,0.03,1,0,8,12,0,0,0
550cf031-885,generation_-1,b612089a,0.0,0.0,0.0,0,,0.79,0.22,0.97,0.63,0.76,0.97,0,0,0,0,0,0,0
550cf031-885,generation_0,b612089a,-0.05166666666666668,0.029999999999999992,0.0,3,0.0,0.79,0.22,0.97,0.63,0.76,0.97,1,0,13,14,0,0,0
59383303-2ab,generation_-1,a5cebd61,0.0,0.0,0.0,0,,0.04,0.06,0.18,0.42,0.03,0.67,0,0,0,0,0,0,0
59383303-2ab,generation_0,a5cebd61,0.08356060606060604,0.061060606060606044,0.0,22,0.0,0.04,0.06,0.18,0.42,0.03,0.67,21,7,94,0,0,0,0
0743dab9-fa0,generation_-1,76a235cf,0.0,0.0,0.0,0,,0.27,0.31,0.89,0.38,0.87,0.07,0,0,0,0,0,0,0
0743dab9-fa0,generation_0,76a235cf,0.0751190476190476,0.059761904761904745,0.0,14,0.0,0.27,0.31,0.89,0.38,0.87,0.07,1,0,54,47,0,0,0
d1ef576b-b38,generation_-1,5c8be9f2,0.0,0.0,0.0,0,,0.8,0.35,0.34,0.93,0.92,0.95,0,0,0,0,0,0,0
d1ef576b-b38,generation_0,5c8be9f2,0.025714285714285703,0.04043956043956043,0.0,13,1.0,0.8,0.35,0.34,0.93,0.92,0.95,13,6,57,0,0,0,0
559458f4-d5c,generation_-1,21a4773f,0.0,0.0,0.0,0,,0.38,0.76,0.22,0.3,0.84,0.55,0,0,0,0,0,0,0
559458f4-d5c,generation_0,21a4773f,0.11053571428571428,0.07107142857142855,0.0,28,1.0,0.38,0.76,0.22,0.3,0.84,0.55,26,21,128,4,0,0,0
1c4714b8-ad0,generation_-1,7033d083,0.0,0.0,0.0,0,,0.54,0.09,0.46,0.55,0.45,0.04,0,0,0,0,0,0,0
1c4714b8-ad0,generation_0,7033d083,0.1138095238095238,0.07157509157509157,0.0,39,1.0,0.54,0.09,0.46,0.55,0.45,0.04,36,47,103,0,0,0,0
