generation,fitness,avg_rounds_lasted,avg_trait_aggressiveness,avg_trait_risk_tolerance,avg_trait_bluff_tendency,avg_trait_adaptability,avg_trait_position_awareness,avg_trait_chip_size_awareness,avg_action_bluff_attempts,avg_action_fold,avg_action_raise,avg_action_call,avg_action_all_in,avg_action_check,iteration
0,0.11468871686486057,64.66,0.512,0.47080000000000005,0.49939999999999996,0.511,0.5036,0.4004000000000001,0.0,12.04,199.04,240.06,0.0,9.6,0
1,0.0728559796813418,101.1,0.5415990000879178,0.6738219070088501,0.7166118362255088,0.35364264293870495,0.18429868629553334,0.5887741783610655,0.0,1.96,395.3,401.52,0.0,1.74,0
2,0.15995953597049434,60.18,0.5898223350662546,0.3422993404003272,0.7181917943826206,0.3523152838020814,0.2751723842444752,0.6521093216276419,0.0,1.7,228.38,238.78,0.0,1.36,0
3,0.14428219893280764,44.54,0.6603881765438095,0.6824360690882298,0.7185204578620445,0.25243869384617434,0.16774470371561595,0.4946133651151768,0.0,1.66,171.44,176.44,0.0,1.0,0
4,0.2157282750318926,59.7,0.6386340784157346,0.6664659022061413,0.692698056669547,0.19730225808460924,0.12805112379063346,0.4599350901444973,0.0,0.68,236.22,239.82,0.0,0.4,0
5,0.2400078597049848,100.38,0.6108318982523041,0.6410357515293861,0.6780961769838563,0.25286392978120514,0.16362423738701593,0.4610930284977137,0.0,1.92,392.38,400.9,0.0,1.16,0
6,0.25040409086422727,221.58,0.635325440778031,0.7022654788769338,0.7091772169378073,0.2314212135107831,0.16016500473925674,0.4799128712417444,0.0,2.28,872.9,884.8,0.0,2.7,0
7,0.3264647607788587,109.92,0.6000497425214583,0.6674940604253653,0.6922652033824835,0.25616143908594247,0.17961730400767942,0.4485234335845608,0.0,1.94,428.6,443.86,0.0,1.9,0
8,0.3448164644582327,101.42,0.5003451752698189,0.6694900548802853,0.6176524353704393,0.20927458215823116,0.2866956486807773,0.3940161293666813,0.0,1.96,393.96,407.46,0.0,1.38,0
9,0.36751038503155625,194.4,0.17694155113213614,0.7742588682779267,0.6064257586277313,0.25615899903874645,0.31336516839461703,0.6117996297136699,0.0,0.48,766.8,793.94,0.0,3.52,0
