generation,fitness,avg_rounds_lasted,avg_trait_aggressiveness,avg_trait_risk_tolerance,avg_trait_bluff_tendency,avg_trait_adaptability,avg_trait_position_awareness,avg_trait_chip_size_awareness,avg_action_bluff_attempts,avg_action_fold,avg_action_raise,avg_action_call,avg_action_all_in,avg_action_check,iteration
0,0.11605960319644285,122.58666666666667,0.5194666666666667,0.4928,0.5590666666666667,0.5010666666666668,0.46653333333333324,0.5180000000000001,0.0,8.986666666666666,433.36,502.0933333333333,0.0,7.346666666666667,0
1,0.11357867002320572,149.58666666666667,0.49414163303628866,0.6746942043594806,0.7222797542802705,0.5382286867115522,0.4171172883960504,0.6417167871079906,0.0,1.9333333333333333,565.2533333333333,630.12,0.0,2.6533333333333333,0
2,0.13453762177114367,135.38666666666666,0.5228878151161541,0.7402468667315206,0.7825738030289978,0.4972279376720112,0.3536463708535292,0.5578063321780161,0.0,1.56,528.6,539.7733333333333,0.0,2.36,0
3,0.16710078687142765,72.66666666666667,0.5020776797464881,0.589236665343553,0.8149159377999693,0.4788457754773513,0.3715621442659809,0.4728912436205934,0.0,2.2666666666666666,275.7733333333333,288.06666666666666,0.0,1.8933333333333333,0
4,0.15039937205346807,68.02666666666667,0.548021549675025,0.6631573444873057,0.8701958994481707,0.5588394502171901,0.3580529863350152,0.5104438421064424,0.0,0.9866666666666667,263.8666666666667,275.6,0.0,0.68,0
5,0.17406798861401404,106.0,0.5499978724658501,0.7023133593582289,0.8790114861872517,0.6089791236742244,0.3514082011285898,0.5809142167966965,0.0,0.96,415.5466666666667,431.48,0.0,0.5733333333333334,0
6,0.21137254515837497,77.56,0.5070094809243669,0.738454886465834,0.8713131211775673,0.7097898110698935,0.4037772750360227,0.5135538335586729,0.0,1.3333333333333333,301.92,308.08,0.0,1.5333333333333334,0
7,0.24459795069047005,115.61333333333333,0.4361870102371002,0.7210444379698534,0.8353336621843448,0.704206748339881,0.4084504425074744,0.6106745918232042,0.0,1.08,454.3466666666667,463.02666666666664,0.0,1.7466666666666666,0
8,0.26754528439680586,87.68,0.5031480452317464,0.6952233384999941,0.7762925335951427,0.5828319636566837,0.43773445043404696,0.5188207383502942,0.0,2.2,335.56,353.8666666666667,0.0,1.88,0
9,0.2572724816825964,72.05333333333333,0.5274907962809281,0.7243869900734105,0.8810191754810908,0.5791242950247608,0.3974537839314999,0.6607985152881869,0.0,0.5866666666666667,284.36,286.62666666666667,0.0,0.4666666666666667,0
10,0.29415580953827347,86.4,0.595125299477827,0.6472739476571906,0.7897190268291828,0.5916926867526794,0.4005608087350961,0.6634792309596341,0.0,2.36,333.2,345.93333333333334,0.0,1.3866666666666667,0
11,0.2966395904208065,107.69333333333333,0.5194706742018168,0.6941461736644524,0.8609005799374557,0.5915752884573348,0.34637850889083577,0.633593357574335,0.0,1.9466666666666668,421.84,427.82666666666665,0.0,1.0533333333333332,0
12,0.3392149437438269,59.93333333333333,0.554833910970986,0.7240850101243045,0.8532508658999436,0.6034854841027256,0.3315255536187704,0.643971929114737,0.0,1.9866666666666666,226.74666666666667,237.77333333333334,0.0,1.04,0
13,0.29496820736482193,63.45333333333333,0.5480766880854805,0.7138890053414061,0.8371616757459622,0.5733079830244147,0.3598423694686123,0.6733581950890299,0.0,2.493333333333333,242.25333333333333,251.82666666666665,0.0,1.2933333333333332,0
14,0.3209384546938109,69.96,0.5438794368076378,0.7076072061076103,0.872728361566237,0.5712979088245851,0.3671854245664105,0.646627016396412,0.0,1.1733333333333333,274.84,277.72,0.0,0.49333333333333335,0
