lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
12c4ea9d-db7,generation_-1,fcabddd3,0.0,0.0,0.0,0,,0.29,0.58,0.58,0.93,0.1,0.24,0,0,0,0,0,0,0
12c4ea9d-db7,generation_0,fcabddd3,0.26604693971468013,0.13016106764841232,0.0,2173,0.0,0.29,0.58,0.58,0.93,0.1,0.24,0,32,9163,8070,0,0,0
12c4ea9d-db7,generation_1,a6506f65,-0.05761904761904763,0.02761904761904761,0.0,3,2.0,0.29,0.58,0.58,0.93,0.1,0.24,0,0,11,12,0,0,0
12c4ea9d-db7,generation_1,fccd8b90,0.1398015873015873,0.08436507936507935,0.02761904761904761,18,6.0,0.42999999999999994,0.44499999999999995,0.595,0.9450000000000001,0.2,0.56,1,0,85,67,0,0,0
3d70961d-ec3,generation_-1,610e2df8,0.0,0.0,0.0,0,,0.29,0.93,0.11,0.91,0.08,0.65,0,0,0,0,0,0,0
3d70961d-ec3,generation_0,610e2df8,0.10914285714285714,0.07085714285714284,0.0,25,0.0,0.29,0.93,0.11,0.91,0.08,0.65,23,16,87,4,0,0,0
0a089ace-5e7,generation_-1,eb14dbbe,0.0,0.0,0.0,0,,0.02,0.62,0.26,0.89,0.96,0.78,0,0,0,0,0,0,0
0a089ace-5e7,generation_0,eb14dbbe,0.13873949579831932,0.0842016806722689,0.0,17,0.0,0.02,0.62,0.26,0.89,0.96,0.78,16,9,76,2,0,0,0
8db2d7f1-3f6,generation_-1,dbde1219,0.0,0.0,0.0,0,,0.57,0.01,0.12,0.38,0.46,0.54,0,0,0,0,0,0,0
8db2d7f1-3f6,generation_0,dbde1219,0.05688311688311688,0.05402597402597401,0.0,11,0.0,0.57,0.01,0.12,0.38,0.46,0.54,11,7,36,0,0,0,0
d3530ed8-6b3,generation_-1,a14c71ab,0.0,0.0,0.0,0,,0.44,0.35,0.26,0.39,0.35,0.86,0,0,0,0,0,0,0
