lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
1a02b146-867,generation_-1,87064006,0.0,0.0,0.0,0,,0.42,0.15,0.17,0.0,0.83,0.06,0,0,0,0,0,0,0
1a02b146-867,generation_0,87064006,0.16648809523809524,0.09726190476190474,0.0,12,0.0,0.42,0.15,0.17,0.0,0.83,0.06,12,6,45,0,0,0,0
f92aa4f6-cca,generation_-1,fbbb36cd,0.0,0.0,0.0,0,,0.42,0.91,0.21,0.77,0.16,0.42,0,0,0,0,0,0,0
f92aa4f6-cca,generation_0,fbbb36cd,0.13464285714285712,0.08357142857142856,0.0,14,0.0,0.42,0.91,0.21,0.77,0.16,0.42,14,8,50,0,0,0,0
5461962d-7a0,generation_-1,aa65fd24,0.0,0.0,0.0,0,,0.09,0.06,0.87,0.2,0.82,0.59,0,0,0,0,0,0,0
5461962d-7a0,generation_0,aa65fd24,-0.05761904761904763,0.02761904761904761,0.0,3,0.0,0.09,0.06,0.87,0.2,0.82,0.59,1,0,13,11,0,0,0
9913bb54-de3,generation_-1,a8cad01d,0.0,0.0,0.0,0,,0.29,0.19,0.7,0.63,0.45,0.05,0,0,0,0,0,0,0
9913bb54-de3,generation_0,a8cad01d,0.2276017764618801,0.11545521835677272,0.0,193,0.0,0.29,0.19,0.7,0.63,0.45,0.05,0,4,805,738,0,0,0
2d774dbe-eb9,generation_-1,0729054f,0.0,0.0,0.0,0,,0.41,0.12,0.31,0.12,0.95,0.01,0,0,0,0,0,0,0
2d774dbe-eb9,generation_0,0729054f,0.06932330827067669,0.05593984962406013,0.0,19,0.0,0.41,0.12,0.31,0.12,0.95,0.01,19,8,59,0,0,0,0
49fefb00-bfd,generation_-1,630eb32b,0.0,0.0,0.0,0,,0.06,0.35,0.55,0.85,0.03,0.59,0,0,0,0,0,0,0
49fefb00-bfd,generation_0,630eb32b,0.22298573975044564,0.11327985739750443,0.0,935,0.0,0.06,0.35,0.55,0.85,0.03,0.59,14,11,4901,2924,0,0,0
f983e46c-7ec,generation_-1,7e79d04c,0.0,0.0,0.0,0,,0.9,0.37,0.24,0.64,0.49,0.25,0,0,0,0,0,0,0
f983e46c-7ec,generation_0,7e79d04c,0.06878787878787879,0.05878787878787878,0.0,11,0.0,0.9,0.37,0.24,0.64,0.49,0.25,11,4,35,0,0,0,0
8bb9c26c-4c1,generation_-1,31250953,0.0,0.0,0.0,0,,0.03,0.16,0.25,0.1,0.09,0.75,0,0,0,0,0,0,0
8bb9c26c-4c1,generation_0,31250953,0.12374999999999999,0.07749999999999999,0.0,20,0.0,0.03,0.16,0.25,0.1,0.09,0.75,18,7,84,0,0,0,0
b174cd2e-08d,generation_-1,d2d91a90,0.0,0.0,0.0,0,,0.66,0.69,0.77,0.25,0.42,0.38,0,0,0,0,0,0,0
b174cd2e-08d,generation_0,d2d91a90,-0.06625,0.017499999999999995,0.0,4,0.0,0.66,0.69,0.77,0.25,0.42,0.38,1,0,15,13,0,0,0
25e6b5bb-ade,generation_-1,7ea37fce,0.0,0.0,0.0,0,,0.25,0.77,0.44,0.72,0.95,0.53,0,0,0,0,0,0,0
25e6b5bb-ade,generation_0,7ea37fce,0.12796296296296297,0.07814814814814813,0.0,27,0.0,0.25,0.77,0.44,0.72,0.95,0.53,26,29,91,2,0,0,0
c63fb2d5-4a2,generation_-1,a0775dfb,0.0,0.0,0.0,0,,0.02,0.34,0.01,0.59,0.62,0.22,0,0,0,0,0,0,0
c63fb2d5-4a2,generation_0,a0775dfb,0.05392857142857141,0.05357142857142855,0.0,10,1.0,0.02,0.34,0.01,0.59,0.62,0.22,10,8,39,0,0,0,0
636c2527-bb7,generation_-1,9d42a6f6,0.0,0.0,0.0,0,,0.97,0.76,0.14,0.7,0.95,0.01,0,0,0,0,0,0,0
636c2527-bb7,generation_0,9d42a6f6,0.09505952380952382,0.06869047619047618,0.0,12,1.0,0.97,0.76,0.14,0.7,0.95,0.01,12,10,41,0,0,0,0
f6311d46-5ac,generation_-1,e8f75258,0.0,0.0,0.0,0,,0.7,0.88,0.84,0.35,0.26,0.12,0,0,0,0,0,0,0
f6311d46-5ac,generation_0,e8f75258,0.1880629539951574,0.10058111380145277,0.0,59,1.0,0.7,0.88,0.84,0.35,0.26,0.12,0,0,248,238,0,0,0
207f5629-ff0,generation_-1,d3ae4582,0.0,0.0,0.0,0,,0.36,0.46,0.29,0.18,0.65,0.46,0,0,0,0,0,0,0
207f5629-ff0,generation_0,d3ae4582,0.05392857142857141,0.05357142857142855,0.0,10,1.0,0.36,0.46,0.29,0.18,0.65,0.46,10,4,33,0,0,0,0
551c4409-ca8,generation_-1,a89a25b2,0.0,0.0,0.0,0,,0.98,0.23,0.08,0.83,0.38,0.47,0,0,0,0,0,0,0
551c4409-ca8,generation_0,a89a25b2,0.18707142857142856,0.1004285714285714,0.0,50,1.0,0.98,0.23,0.08,0.83,0.38,0.47,45,39,173,0,0,0,0
1aac88b9-460,generation_-1,919dfc52,0.0,0.0,0.0,0,,0.23,0.07,0.25,0.81,0.51,0.67,0,0,0,0,0,0,0
1aac88b9-460,generation_0,919dfc52,0.16254901960784313,0.0937254901960784,0.0,17,1.0,0.23,0.07,0.25,0.81,0.51,0.67,16,8,60,0,0,0,0
ce339642-b99,generation_-1,a829d244,0.0,0.0,0.0,0,,0.97,1.0,0.12,0.01,0.99,0.38,0,0,0,0,0,0,0
ce339642-b99,generation_0,a829d244,0.027121212121212112,0.04212121212121211,0.0,11,1.0,0.97,1.0,0.12,0.01,0.99,0.38,10,7,37,2,0,0,0
23526583-471,generation_-1,a2b2780a,0.0,0.0,0.0,0,,0.87,0.62,0.17,0.99,0.67,0.46,0,0,0,0,0,0,0
23526583-471,generation_0,a2b2780a,0.024166666666666663,0.04166666666666666,0.0,10,1.0,0.87,0.62,0.17,0.99,0.67,0.46,10,6,44,0,0,0,0
a04063be-c63,generation_-1,25536620,0.0,0.0,0.0,0,,0.58,0.57,0.81,0.42,0.7,0.03,0,0,0,0,0,0,0
a04063be-c63,generation_0,25536620,0.26911392405063295,0.13063291139240504,0.0,474,1.0,0.58,0.57,0.81,0.42,0.7,0.03,0,0,1878,1891,0,0,0
1d5bab8d-26f,generation_-1,8bc91a90,0.0,0.0,0.0,0,,0.24,0.69,0.86,0.69,0.16,0.24,0,0,0,0,0,0,0
1d5bab8d-26f,generation_0,8bc91a90,0.223061821219716,0.11329156223893064,0.0,1197,1.0,0.24,0.69,0.86,0.69,0.16,0.24,1,26,4257,4734,0,0,0
c8b64093-a44,generation_-1,cefd2664,0.0,0.0,0.0,0,,0.42,0.83,0.69,0.72,0.77,0.3,0,0,0,0,0,0,0
c8b64093-a44,generation_0,cefd2664,0.27268581081081084,0.1311824324324324,0.0,296,2.0,0.42,0.83,0.69,0.72,0.77,0.3,0,4,1148,1157,0,0,0
31ab05f0-be0,generation_-1,adb250cf,0.0,0.0,0.0,0,,0.58,0.94,0.21,0.43,0.91,0.82,0,0,0,0,0,0,0
31ab05f0-be0,generation_0,adb250cf,0.18987824675324677,0.1008603896103896,0.0,88,2.0,0.58,0.94,0.21,0.43,0.91,0.82,80,64,397,19,0,0,0
b607e68f-502,generation_-1,ebf843b1,0.0,0.0,0.0,0,,0.47,0.63,0.93,0.1,0.79,0.89,0,0,0,0,0,0,0
b607e68f-502,generation_0,ebf843b1,0.27815028901734107,0.13202312138728323,0.0,173,2.0,0.47,0.63,0.93,0.1,0.79,0.89,0,2,640,677,0,0,0
53d382e9-872,generation_-1,19450a02,0.0,0.0,0.0,0,,0.28,0.12,0.77,0.31,0.8,0.22,0,0,0,0,0,0,0
53d382e9-872,generation_0,19450a02,-0.05761904761904763,0.02761904761904761,0.0,3,2.0,0.28,0.12,0.77,0.31,0.8,0.22,0,0,13,15,0,0,0
746b3148-b1e,generation_-1,93dd5a60,0.0,0.0,0.0,0,,0.84,0.29,0.3,0.47,0.93,0.28,0,0,0,0,0,0,0
746b3148-b1e,generation_0,93dd5a60,-0.00666666666666667,0.02666666666666666,0.0,15,2.0,0.84,0.29,0.3,0.47,0.93,0.28,15,14,51,0,0,0,0
e0f0c978-17a,generation_-1,aca6aeee,0.0,0.0,0.0,0,,0.51,0.67,0.11,0.87,0.02,0.99,0,0,0,0,0,0,0
e0f0c978-17a,generation_0,aca6aeee,0.02958333333333333,0.04249999999999999,0.0,12,2.0,0.51,0.67,0.11,0.87,0.02,0.99,12,8,41,0,0,0,0
9ad0fde4-710,generation_-1,8841bd5a,0.0,0.0,0.0,0,,0.04,0.71,0.14,0.2,0.17,0.89,0,0,0,0,0,0,0
9ad0fde4-710,generation_0,8841bd5a,0.17118279569892472,0.09505376344086018,0.0,31,2.0,0.04,0.71,0.14,0.2,0.17,0.89,29,24,125,3,0,0,0
e3dced32-901,generation_-1,82ea5f16,0.0,0.0,0.0,0,,0.27,0.11,0.53,0.37,0.96,0.01,0,0,0,0,0,0,0
e3dced32-901,generation_0,82ea5f16,0.22341133333333332,0.1133453333333333,0.0,3000,2.0,0.27,0.11,0.53,0.37,0.96,0.01,1,88,12150,11269,0,0,0
ab0664a3-ef0,generation_-1,ac870f1f,0.0,0.0,0.0,0,,0.55,0.41,0.43,0.59,0.77,0.4,0,0,0,0,0,0,0
ab0664a3-ef0,generation_0,ac870f1f,0.062222222222222213,0.05777777777777776,0.0,9,2.0,0.55,0.41,0.43,0.59,0.77,0.4,9,4,33,0,0,0,0
4c041c4f-e37,generation_-1,7ed6c218,0.0,0.0,0.0,0,,0.84,0.16,0.0,0.95,0.09,0.88,0,0,0,0,0,0,0
4c041c4f-e37,generation_0,7ed6c218,0.17151041666666664,0.09510416666666663,0.0,32,2.0,0.84,0.16,0.0,0.95,0.09,0.88,30,14,124,2,0,0,0
12ddf3bf-ddb,generation_-1,b5b0edde,0.0,0.0,0.0,0,,0.76,0.31,0.81,0.37,0.0,0.22,0,0,0,0,0,0,0
12ddf3bf-ddb,generation_0,b5b0edde,0.22818401937046,0.11554479418886195,0.0,295,3.0,0.76,0.31,0.81,0.37,0.0,0.22,1,0,1195,1111,0,0,0
6acfce08-980,generation_-1,6a9080f2,0.0,0.0,0.0,0,,0.32,0.07,0.56,0.1,0.19,0.54,0,0,0,0,0,0,0
6acfce08-980,generation_0,6a9080f2,0.2266647465437788,0.11531105990783405,0.0,124,3.0,0.32,0.07,0.56,0.1,0.19,0.54,2,3,645,472,0,0,0
4e445d74-467,generation_-1,043eabd0,0.0,0.0,0.0,0,,0.26,0.95,0.32,0.21,0.8,0.31,0,0,0,0,0,0,0
4e445d74-467,generation_0,043eabd0,0.06837301587301586,0.05579365079365077,0.0,18,3.0,0.26,0.95,0.32,0.21,0.8,0.31,17,6,58,1,0,0,0
92610562-c94,generation_-1,32f5ddf3,0.0,0.0,0.0,0,,0.01,0.48,0.54,0.46,0.3,0.48,0,0,0,0,0,0,0
92610562-c94,generation_0,32f5ddf3,-0.09333333333333334,0.013333333333333327,0.0,3,3.0,0.01,0.48,0.54,0.46,0.3,0.48,0,0,9,15,0,0,0
1fa1c719-2a5,generation_-1,6124b4e2,0.0,0.0,0.0,0,,0.44,0.47,0.7,0.42,0.35,0.43,0,0,0,0,0,0,0
1fa1c719-2a5,generation_0,6124b4e2,0.22873110677718184,0.11562896148220377,0.0,586,3.0,0.44,0.47,0.7,0.42,0.35,0.43,1,6,2516,2212,0,0,0
2d60ab1b-30f,generation_-1,83ce4e73,0.0,0.0,0.0,0,,0.81,0.84,0.54,0.37,0.57,0.19,0,0,0,0,0,0,0
2d60ab1b-30f,generation_0,83ce4e73,-0.025625000000000002,0.023749999999999993,0.0,8,3.0,0.81,0.84,0.54,0.37,0.57,0.19,0,0,29,36,0,0,0
