lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
ddc1afd6-041,generation_-1,e9038d1f,0.0,0.0,0.0,0,,0.89,0.27,0.96,0.61,0.55,0.6,0,0,0,0,0,0,0
ddc1afd6-041,generation_0,e9038d1f,0.26873563218390806,0.13057471264367815,0.0,435,0.0,0.89,0.27,0.96,0.61,0.55,0.6,0,0,1723,1646,0,0,0
dbee1466-783,generation_-1,1e324dc7,0.0,0.0,0.0,0,,0.95,0.32,0.68,0.02,0.88,0.39,0,0,0,0,0,0,0
dbee1466-783,generation_0,1e324dc7,0.15793478260869565,0.08891304347826083,0.0,46,0.0,0.95,0.32,0.68,0.02,0.88,0.39,2,0,192,160,0,0,0
a1d279f9-477,generation_-1,b8c73363,0.0,0.0,0.0,0,,0.82,0.42,0.65,0.22,0.22,0.45,0,0,0,0,0,0,0
a1d279f9-477,generation_0,b8c73363,-0.016249999999999994,0.03749999999999999,0.0,4,0.0,0.82,0.42,0.65,0.22,0.22,0.45,0,0,21,19,0,0,0
dc6744d6-67d,generation_-1,4faf141e,0.0,0.0,0.0,0,,0.95,0.47,0.98,0.45,0.86,0.29,0,0,0,0,0,0,0
dc6744d6-67d,generation_0,4faf141e,-0.05,0.019999999999999993,0.0,5,0.0,0.95,0.47,0.98,0.45,0.86,0.29,2,0,18,17,0,0,0
995786fe-03d,generation_-1,48c0391a,0.0,0.0,0.0,0,,0.12,0.17,0.6,0.37,0.49,0.18,0,0,0,0,0,0,0
995786fe-03d,generation_0,48c0391a,0.2774045801526718,0.13190839694656487,0.0,131,0.0,0.12,0.17,0.6,0.37,0.49,0.18,0,4,502,486,0,0,0
995786fe-03d,generation_1,27dec904,0.2677777777777778,0.1304273504273504,0.0,585,4.0,0.26,0.20500000000000002,0.745,0.495,0.6950000000000001,0.33999999999999997,0,5,2384,2172,0,0,0
995786fe-03d,generation_1,9030494a,0.2573574870274277,0.2226097108969607,0.1304273504273504,76,4.0,0.86,0.1,0.94,0.48,0.9,0.55,4,0,307,292,0,0,0
995786fe-03d,generation_1,0bd551ee,-0.09333333333333334,0.013333333333333327,0.17651853066215556,3,5.0,0.385,0.395,0.7949999999999999,0.28500000000000003,0.36,0.175,0,0,13,13,0,0,0
995786fe-03d,generation_2,cb35eaa6,-0.016249999999999994,0.03749999999999999,0.0,4,2.0,0.4675,0.4075,0.845,0.48,0.6825000000000001,0.5049999999999999,2,0,22,12,0,0,0
995786fe-03d,generation_2,2ece194d,0.3592368604004449,0.23571510011123464,0.03749999999999999,29,3.0,0.28500000000000003,0.525,0.78,0.315,0.56,0.65,0,0,100,113,0,0,0
995786fe-03d,generation_2,480b2226,-0.09802750611246944,0.10394498777506112,0.1366075500556173,2,5.0,0.305,0.495,0.855,0.28,0.63,0.635,0,0,11,11,0,0,0
995786fe-03d,generation_3,935536ab,0.27418079096045195,0.13141242937853106,0.0,177,0.0,0.37250000000000005,0.7375,0.855,0.3175,0.675,0.6950000000000001,0,3,709,694,0,0,0
995786fe-03d,generation_3,145eb3a6,0.05857179505005561,0.2571435901001112,0.13141242937853106,2,0.0,0.28500000000000003,0.525,0.78,0.315,0.56,0.65,0,0,10,12,0,0,0
995786fe-03d,generation_3,5350b74c,0.2709349752978786,0.22727535600116242,0.19427800973932113,111,0.0,0.66,0.72,0.645,0.4425,0.165,0.7450000000000001,0,0,449,444,0,0,0
995786fe-03d,generation_3,fda50149,0.006666666666666668,0.05333333333333331,0.2052771251599349,3,1.0,0.37250000000000005,0.7375,0.855,0.3175,0.675,0.6950000000000001,0,0,12,11,0,0,0
995786fe-03d,generation_3,03acefc4,-0.1475,0.0049999999999999975,0.1672911772032845,2,1.0,0.41750000000000004,0.735,0.7725,0.38249999999999995,0.49250000000000005,0.73,0,0,9,12,0,0,0
995786fe-03d,generation_3,f37a7271,-0.09749999999999999,0.024999999999999994,0.1348329417626276,2,2.0,0.41750000000000004,0.735,0.7725,0.38249999999999995,0.49250000000000005,0.73,0,0,10,11,0,0,0
