lineage,generation,id,fitness,lineage_fitness,lineage_avg_fitness,rounds_lasted,table_position,trait_aggressiveness,trait_risk_tolerance,trait_bluff_tendency,trait_adaptability,trait_position_awareness,trait_chip_size_awareness,action_fold,action_check,action_call,action_raise,action_all_in,action_bluff,iteration
01ace510-943,generation_-1,7a4baa20,0.0,0.0,0.0,0,,0.22,0.76,0.8,0.53,0.15,0.95,0,0,0,0,0,0,0
01ace510-943,generation_0,7a4baa20,0.0024999999999999883,0.03833333333333332,0.0,6,0.0,0.22,0.76,0.8,0.53,0.15,0.95,0,0,24,26,0,0,0
7aae6b0b-2b6,generation_-1,32604610,0.0,0.0,0.0,0,,0.82,0.15,0.52,0.61,0.64,0.56,0,0,0,0,0,0,0
7aae6b0b-2b6,generation_0,32604610,0.15249999999999997,0.08807692307692304,0.0,26,0.0,0.82,0.15,0.52,0.61,0.64,0.56,1,0,151,69,0,0,0
c128f5e1-c0f,generation_-1,869e32f0,0.0,0.0,0.0,0,,0.46,0.67,0.83,0.4,0.86,0.89,0,0,0,0,0,0,0
c128f5e1-c0f,generation_0,869e32f0,0.21281879194630876,0.10966442953020132,0.0,149,0.0,0.46,0.67,0.83,0.4,0.86,0.89,1,2,584,581,0,0,0
3aef81e3-7c8,generation_-1,5ce67a78,0.0,0.0,0.0,0,,0.84,0.88,0.1,0.15,0.01,0.56,0,0,0,0,0,0,0
3aef81e3-7c8,generation_0,5ce67a78,0.20836734693877554,0.10897959183673468,0.0,49,0.0,0.84,0.88,0.1,0.15,0.01,0.56,40,34,185,6,0,0,0
23556f3b-2a6,generation_-1,38814970,0.0,0.0,0.0,0,,0.79,0.86,0.89,0.1,0.22,0.96,0,0,0,0,0,0,0
23556f3b-2a6,generation_0,38814970,-0.05,0.019999999999999993,0.0,5,1.0,0.79,0.86,0.89,0.1,0.22,0.96,1,0,24,14,0,0,0
46971e90-db3,generation_-1,6207d67e,0.0,0.0,0.0,0,,0.31,0.06,0.57,0.57,0.34,0.9,0,0,0,0,0,0,0
46971e90-db3,generation_0,6207d67e,0.09333333333333334,0.06666666666666665,0.0,15,1.0,0.31,0.06,0.57,0.57,0.34,0.9,2,0,67,52,0,0,0
7a780c5a-0b8,generation_-1,3fb7b4b8,0.0,0.0,0.0,0,,0.9,0.91,0.72,0.81,0.73,0.09,0,0,0,0,0,0,0
7a780c5a-0b8,generation_0,3fb7b4b8,0.2758333333333333,0.13166666666666663,0.0,150,1.0,0.9,0.91,0.72,0.81,0.73,0.09,0,0,523,591,0,0,0
